Element ID,Name,Description,Applies To,Data Type,Data Size,R4 Resource,R4 Element,R4 FhirPath,R4 Discriminator,R4 Example,R4 Additional,R4 Derived,R4 Notes,CCW Mapping,CCLF Mapping,BFD Table Type,BFD Column Name,BFD Java Field Name,AB2D,BB2,BCDA,BFD,DPC,Synthetic Data
556,Medicare Medicaid Dual Eligibility Code - August,This variable indicates whether the beneficiary was eligible for both Medicare and Medicaid in a given month (January through December).,Part-A;Part-B;Part-C;Part-D,CHAR,2,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/dual_08').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dual_08',"[\n  {\n    ""url"": ""https://bluebutton.cms.gov/resources/variables/dual_08"",\n    ""valueCoding"": {\n      ""system"": ""https://bluebutton.cms.gov/resources/variables/dual_08"",\n      ""code"": ""**"",\n      ""display"": ""Enrolled in Medicare A and/or B, but no Part D enrollment data for the beneficiary. (This status was indicated as 'XX' for 2006-2009)""\n    }\n  }\n]",coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/dual_08';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,DUAL_STUS_CD_08,CCLF8.BENE_DUAL_STUS_CD,BENEFICIARIES,dual_stus_cd_08,medicaidDualEligibilityAugCode,,X,X,X,X,X
557,Medicare Medicaid Dual Eligibility Code - September,This variable indicates whether the beneficiary was eligible for both Medicare and Medicaid in a given month (January through December).,Part-A;Part-B;Part-C;Part-D,CHAR,2,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/dual_09').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dual_09',"[\n  {\n    ""url"": ""https://bluebutton.cms.gov/resources/variables/dual_09"",\n    ""valueCoding"": {\n      ""system"": ""https://bluebutton.cms.gov/resources/variables/dual_09"",\n      ""code"": ""**"",\n      ""display"": ""Enrolled in Medicare A and/or B, but no Part D enrollment data for the beneficiary. (This status was indicated as 'XX' for 2006-2009)""\n    }\n  }\n]",coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/dual_09';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,DUAL_STUS_CD_09,CCLF8.BENE_DUAL_STUS_CD,BENEFICIARIES,dual_stus_cd_09,medicaidDualEligibilitySeptCode,,X,X,X,X,X
558,Medicare Medicaid Dual Eligibility Code - October,This variable indicates whether the beneficiary was eligible for both Medicare and Medicaid in a given month (January through December).,Part-A;Part-B;Part-C;Part-D,CHAR,2,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/dual_10').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dual_10',"[\n  {\n    ""url"": ""https://bluebutton.cms.gov/resources/variables/dual_10"",\n    ""valueCoding"": {\n      ""system"": ""https://bluebutton.cms.gov/resources/variables/dual_10"",\n      ""code"": ""**"",\n      ""display"": ""Enrolled in Medicare A and/or B, but no Part D enrollment data for the beneficiary. (This status was indicated as 'XX' for 2006-2009)""\n    }\n  }\n]",coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/dual_10';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,DUAL_STUS_CD_10,CCLF8.BENE_DUAL_STUS_CD,BENEFICIARIES,dual_stus_cd_10,medicaidDualEligibilityOctCode,,X,X,X,X,X
559,Medicare Medicaid Dual Eligibility Code - November,This variable indicates whether the beneficiary was eligible for both Medicare and Medicaid in a given month (January through December).,Part-A;Part-B;Part-C;Part-D,CHAR,2,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/dual_11').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dual_11',"[\n  {\n    ""url"": ""https://bluebutton.cms.gov/resources/variables/dual_11"",\n    ""valueCoding"": {\n      ""system"": ""https://bluebutton.cms.gov/resources/variables/dual_11"",\n      ""code"": ""**"",\n      ""display"": ""Enrolled in Medicare A and/or B, but no Part D enrollment data for the beneficiary. (This status was indicated as 'XX' for 2006-2009)""\n    }\n  }\n]",coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/dual_11';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,DUAL_STUS_CD_11,CCLF8.BENE_DUAL_STUS_CD,BENEFICIARIES,dual_stus_cd_11,medicaidDualEligibilityNovCode,,X,X,X,X,X
560,Medicare Medicaid Dual Eligibility Code - December,This variable indicates whether the beneficiary was eligible for both Medicare and Medicaid in a given month (January through December).,Part-A;Part-B;Part-C;Part-D,CHAR,2,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/dual_12').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dual_12',"[\n  {\n    ""url"": ""https://bluebutton.cms.gov/resources/variables/dual_12"",\n    ""valueCoding"": {\n      ""system"": ""https://bluebutton.cms.gov/resources/variables/dual_12"",\n      ""code"": ""**"",\n      ""display"": ""Enrolled in Medicare A and/or B, but no Part D enrollment data for the beneficiary. (This status was indicated as 'XX' for 2006-2009)""\n    }\n  }\n]",coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/dual_12';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,DUAL_STUS_CD_12,CCLF8.BENE_DUAL_STUS_CD,BENEFICIARIES,dual_stus_cd_12,medicaidDualEligibilityDecCode,,X,X,X,X,X
561,Part D Low Income Cost Share Group Code - January,"This variable indicates the beneficiary’s Part D low-income subsidy cost sharing group for a given month (January). The Part D benefit requires enrollees to pay both premiums and cost-sharing, but the program also has a low-income subsidy (LIS) that covers some or all of those costs for certain lowincome individuals, including deductibles and cost-sharing during the coverage gap.",Part-D,CHAR,2,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/cstshr01').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/cstshr01',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/cstshr01';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,CST_SHR_GRP_CD_01,,BENEFICIARIES,cst_shr_grp_cd_01,partDLowIncomeCostShareGroupJanCode,,X,,X,X,X
562,Part D Low Income Cost Share Group Code - February,"This variable indicates the beneficiary’s Part D low-income subsidy cost sharing group for a given month (January). The Part D benefit requires enrollees to pay both premiums and cost-sharing, but the program also has a low-income subsidy (LIS) that covers some or all of those costs for certain lowincome individuals, including deductibles and cost-sharing during the coverage gap.",Part-D,CHAR,2,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/cstshr02').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/cstshr02',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/cstshr02';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,CST_SHR_GRP_CD_02,,BENEFICIARIES,cst_shr_grp_cd_02,partDLowIncomeCostShareGroupFebCode,,X,,X,X,X
563,Part D Low Income Cost Share Group Code - March,"This variable indicates the beneficiary’s Part D low-income subsidy cost sharing group for a given month (January). The Part D benefit requires enrollees to pay both premiums and cost-sharing, but the program also has a low-income subsidy (LIS) that covers some or all of those costs for certain lowincome individuals, including deductibles and cost-sharing during the coverage gap.",Part-D,CHAR,2,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/cstshr03').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/cstshr03',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/cstshr03';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,CST_SHR_GRP_CD_03,,BENEFICIARIES,cst_shr_grp_cd_03,partDLowIncomeCostShareGroupMarCode,,X,,X,X,X
564,Part D Low Income Cost Share Group Code - April,"This variable indicates the beneficiary’s Part D low-income subsidy cost sharing group for a given month (January). The Part D benefit requires enrollees to pay both premiums and cost-sharing, but the program also has a low-income subsidy (LIS) that covers some or all of those costs for certain lowincome individuals, including deductibles and cost-sharing during the coverage gap.",Part-D,CHAR,2,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/cstshr04').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/cstshr04',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/cstshr04';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,CST_SHR_GRP_CD_04,,BENEFICIARIES,cst_shr_grp_cd_04,partDLowIncomeCostShareGroupAprCode,,X,,X,X,X
565,Part D Low Income Cost Share Group Code - May,"This variable indicates the beneficiary’s Part D low-income subsidy cost sharing group for a given month (January). The Part D benefit requires enrollees to pay both premiums and cost-sharing, but the program also has a low-income subsidy (LIS) that covers some or all of those costs for certain lowincome individuals, including deductibles and cost-sharing during the coverage gap.",Part-D,CHAR,2,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/cstshr05').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/cstshr05',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/cstshr05';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,CST_SHR_GRP_CD_05,,BENEFICIARIES,cst_shr_grp_cd_05,partDLowIncomeCostShareGroupMayCode,,X,,X,X,X
566,Part D Low Income Cost Share Group Code - June,"This variable indicates the beneficiary’s Part D low-income subsidy cost sharing group for a given month (January). The Part D benefit requires enrollees to pay both premiums and cost-sharing, but the program also has a low-income subsidy (LIS) that covers some or all of those costs for certain lowincome individuals, including deductibles and cost-sharing during the coverage gap.",Part-D,CHAR,2,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/cstshr06').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/cstshr06',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/cstshr06';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,CST_SHR_GRP_CD_06,,BENEFICIARIES,cst_shr_grp_cd_06,partDLowIncomeCostShareGroupJunCode,,X,,X,X,X
567,Part D Low Income Cost Share Group Code - July,"This variable indicates the beneficiary’s Part D low-income subsidy cost sharing group for a given month (January). The Part D benefit requires enrollees to pay both premiums and cost-sharing, but the program also has a low-income subsidy (LIS) that covers some or all of those costs for certain lowincome individuals, including deductibles and cost-sharing during the coverage gap.",Part-D,CHAR,2,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/cstshr07').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/cstshr07',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/cstshr07';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,CST_SHR_GRP_CD_07,,BENEFICIARIES,cst_shr_grp_cd_07,partDLowIncomeCostShareGroupJulCode,,X,,X,X,X
568,Part D Low Income Cost Share Group Code - August,"This variable indicates the beneficiary’s Part D low-income subsidy cost sharing group for a given month (January). The Part D benefit requires enrollees to pay both premiums and cost-sharing, but the program also has a low-income subsidy (LIS) that covers some or all of those costs for certain lowincome individuals, including deductibles and cost-sharing during the coverage gap.",Part-D,CHAR,2,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/cstshr08').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/cstshr08',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/cstshr08';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,CST_SHR_GRP_CD_08,,BENEFICIARIES,cst_shr_grp_cd_08,partDLowIncomeCostShareGroupAugCode,,X,,X,X,X
569,Part D Low Income Cost Share Group Code - September,"This variable indicates the beneficiary’s Part D low-income subsidy cost sharing group for a given month (January). The Part D benefit requires enrollees to pay both premiums and cost-sharing, but the program also has a low-income subsidy (LIS) that covers some or all of those costs for certain lowincome individuals, including deductibles and cost-sharing during the coverage gap.",Part-D,CHAR,2,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/cstshr09').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/cstshr09',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/cstshr09';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,CST_SHR_GRP_CD_09,,BENEFICIARIES,cst_shr_grp_cd_09,partDLowIncomeCostShareGroupSepCode,,X,,X,X,X
